time,d2m,ssrd,t2m,tp,u10,v10
2020-01-09 13:00:00,240.3904,-1.0,243.10196,0.00015117228,0.4538179,1.8876975
2020-01-09 14:00:00,240.203,-1.0,242.87817,0.00015289988,0.47871786,2.0344443
2020-01-09 15:00:00,240.08598,-1.0,242.76581,0.00015549175,0.4063792,2.202839
2020-01-09 16:00:00,240.0156,-1.0,242.73238,0.00015894696,0.4196878,2.2883892
2020-01-09 17:00:00,240.12329,-1.0,242.86145,0.00016153883,0.3527155,2.3599932
2020-01-09 18:00:00,240.24454,-1.0,243.00539,0.00016628951,0.38534302,2.466775
2020-01-09 19:00:00,240.67953,-1.0,243.4242,0.0001770882,0.20696491,2.542334
2020-01-09 20:00:00,241.14676,-1.0,243.93402,0.00020818599,0.25096917,2.609567
2020-01-09 21:00:00,241.69708,-1.0,244.50049,0.00028679613,0.3033449,2.5802174
2020-01-09 22:00:00,242.40681,-1.0,245.23874,0.00042026024,0.11895648,2.6158113
2020-01-09 23:00:00,242.98767,-1.0,245.84514,0.0006046919,-0.04976216,2.8339543
2020-01-10 00:00:00,243.72537,-1.0,246.57877,0.000781348,-0.008119136,3.0433545
2020-01-10 01:00:00,244.23839,-1.0,247.0765,0.00011014007,0.17691326,3.3087478
2020-01-10 02:00:00,244.77005,-1.0,247.57889,0.00019393303,0.5534177,3.6301336
2020-01-10 03:00:00,245.21439,-1.0,247.98657,0.00026174448,0.99367464,3.7252588
2020-01-10 04:00:00,245.49165,-1.0,248.25308,0.0003187582,1.3319706,3.770844
2020-01-10 05:00:00,245.76639,-1.0,248.54932,0.0003753407,1.6258329,3.8659692
2020-01-10 06:00:00,246.12593,-1.0,248.97092,0.00043624174,1.8361946,4.065795
2020-01-10 07:00:00,246.99931,-1.0,249.93205,0.0005165795,2.1560302,4.821385
2020-01-10 08:00:00,247.23419,-1.0,250.21342,0.00059259776,2.603156,4.9883223
2020-01-10 09:00:00,247.3724,-1.0,250.40193,0.0006707758,2.8373444,4.8605175
2020-01-10 10:00:00,247.36732,-1.0,250.32207,0.00074333884,2.9607708,4.7041955
2020-01-10 11:00:00,247.58356,-1.0,250.39822,0.0007990571,3.1423688,4.554743
2020-01-10 12:00:00,247.61324,-1.0,250.2905,0.0008439766,3.2677271,4.306834
2020-01-10 13:00:00,247.7116,-1.0,250.4818,0.0009070374,3.1363585,4.031242
2020-01-10 14:00:00,247.8956,-1.0,250.6443,0.0009830557,2.7212162,3.7163086
2020-01-10 15:00:00,248.08385,-1.0,250.76132,0.0010491405,2.4696407,3.6336722
2020-01-10 16:00:00,248.28311,-1.0,250.9164,0.0010923324,2.3434238,3.5231438
2020-01-10 17:00:00,247.87524,-1.0,250.41122,0.0011212714,2.2309446,3.4781833
2020-01-10 18:00:00,247.66666,-1.0,250.12149,0.0011480507,1.97894,3.391592
2020-01-10 19:00:00,247.6921,-1.0,250.1187,0.001180877,2.0218709,3.3410115
2020-01-10 20:00:00,247.8905,-1.0,250.31,0.0012210459,2.1079476,3.2604566
2020-01-10 21:00:00,247.94139,-1.0,250.31,0.0012573274,2.0583622,3.1780286
2020-01-10 22:00:00,247.94139,-1.0,250.27193,0.0012836745,2.0083477,2.977995
2020-01-10 23:00:00,247.58525,-1.0,249.83453,0.0013061343,1.7793111,2.7475715
2020-01-11 00:00:00,247.37157,-1.0,249.56989,0.0013294583,1.6906587,2.6484914
2020-01-11 01:00:00,247.37495,-1.0,249.5318,2.1163374e-05,1.5187203,2.546289
2020-01-11 02:00:00,247.34273,-1.0,249.45938,3.973674e-05,1.4038799,2.4353442
2020-01-11 03:00:00,247.14601,-1.0,249.191,5.485397e-05,1.2821707,2.5084052
2020-01-11 04:00:00,246.90773,-1.0,248.87619,7.1266666e-05,1.1555244,2.572516
2020-01-11 05:00:00,246.75002,-1.0,248.69975,8.7680295e-05,1.1149546,2.685542
2020-01-11 06:00:00,246.81447,-1.0,248.74898,0.00010495726,1.1555244,2.7057328
2020-01-11 07:00:00,245.84357,-1.0,248.01349,0.00011748262,1.0391815,2.4715624
2020-01-11 08:00:00,245.65955,-1.0,247.84355,0.0001287125,0.90351963,2.432846
2020-01-11 09:00:00,245.4323,-1.0,247.65411,0.00014037453,0.7519734,2.4099495
2020-01-11 10:00:00,245.31274,-1.0,247.58168,0.00015117228,0.5851866,2.428267
2020-01-11 11:00:00,245.06259,-1.0,247.3941,0.00016326644,0.4946023,2.4940429
2020-01-11 12:00:00,244.72935,-1.0,247.05515,0.00017363299,0.4714196,2.495708
2020-01-11 13:00:00,244.5657,-1.0,246.88242,0.00018313527,0.5274445,2.4840515
2020-01-11 14:00:00,244.0315,-1.0,246.40974,0.0001952285,0.52808845,2.4769745
2020-01-11 15:00:00,243.69571,-1.0,246.14044,0.00020257104,0.5776737,2.4921694
2020-01-11 16:00:00,243.65414,-1.0,246.19337,0.00020991452,0.61094517,2.4853005
2020-01-11 17:00:00,243.97638,-1.0,246.40417,0.0002181204,0.6957338,2.545248
2020-01-11 18:00:00,244.12306,-1.0,246.48497,0.00022632722,0.7841716,2.5683527
2020-01-11 19:00:00,243.43283,-1.0,245.9445,0.00023626164,0.63713306,2.513609
2020-01-11 20:00:00,243.49559,-1.0,245.96123,0.0002470594,0.73673284,2.4936266
2020-01-11 21:00:00,243.46167,-1.0,245.93987,0.00026001688,0.87840503,2.4942508
2020-01-11 22:00:00,243.73132,-1.0,246.20917,0.00027211104,0.9264877,2.5621083
2020-01-11 23:00:00,243.55579,-1.0,245.97423,0.00028204545,0.90716875,2.6253862
2020-01-12 00:00:00,243.58546,-1.0,245.88321,0.00029197987,0.8717507,2.66327
2020-01-12 01:00:00,243.54308,-1.0,245.81264,8.638017e-06,0.8960067,2.7292538
2020-01-12 02:00:00,243.53798,-1.0,245.73093,1.8572435e-05,0.94516265,2.7178059
2020-01-12 03:00:00,243.80594,-1.0,245.97887,2.8506853e-05,1.0299513,2.780251
2020-01-12 04:00:00,244.07898,-1.0,246.12001,3.9304607e-05,1.0937037,2.7817082
2020-01-12 05:00:00,244.03912,-1.0,246.03087,5.0966628e-05,1.0797511,2.8222976
2020-01-12 06:00:00,244.00351,-1.0,246.02066,6.435625e-05,0.992172,2.8352032
2020-01-12 07:00:00,243.33786,-1.0,245.5359,7.558614e-05,0.9410842,2.692411
